type,start_msc,end_msc,identity
BROKER_HMR_SCHEDULED,1664291700000,1664292900000,840020013:156048
KINGEA_ENTRY_BLACKOUT,1664296200000,1664298900000,840020008:155988
KINGEA_ENTRY_BLACKOUT,1664296200000,1664298900000,840180002:160349
BROKER_HMR_SCHEDULED,1664297100000,1664298300000,840020008:155988
BROKER_HMR_SCHEDULED,1664297100000,1664298300000,840180002:160349
MAINTENANCE_ENTRY_BLOCK,1664321400000,1664322900000,DAILY_SERVER_CLOSE_20220928_0000_0005
MAINTENANCE_FORCE_FLAT,1664322900000,1664323500000,DAILY_SERVER_CLOSE_20220928_0000_0005
MAINTENANCE_RECOVERY,1664323500000,1664324400000,DAILY_SERVER_CLOSE_20220928_0000_0005
KINGEA_ENTRY_BLACKOUT,1664383500000,1664386200000,840050022:171074
BROKER_HMR_SCHEDULED,1664384400000,1664385600000,840050022:171074
KINGEA_ENTRY_BLACKOUT,1664384400000,1664387100000,840200001:169371
BROKER_HMR_SCHEDULED,1664385300000,1664386500000,840200001:169371
MAINTENANCE_ENTRY_BLOCK,1664407800000,1664409300000,DAILY_SERVER_CLOSE_20220929_0000_0005
MAINTENANCE_FORCE_FLAT,1664409300000,1664409900000,DAILY_SERVER_CLOSE_20220929_0000_0005
MAINTENANCE_RECOVERY,1664409900000,1664410800000,DAILY_SERVER_CLOSE_20220929_0000_0005
KINGEA_ENTRY_BLACKOUT,1664463600000,1664466300000,840010007:163416
KINGEA_ENTRY_BLACKOUT,1664463600000,1664466300000,840010018:163499
KINGEA_ENTRY_BLACKOUT,1664463600000,1664466300000,840140001:169532
BROKER_HMR_SCHEDULED,1664464500000,1664465700000,840010007:163416
BROKER_HMR_SCHEDULED,1664464500000,1664465700000,840010018:163499
BROKER_HMR_SCHEDULED,1664464500000,1664465700000,840140001:169532
MAINTENANCE_ENTRY_BLOCK,1664494200000,1664495700000,DAILY_SERVER_CLOSE_20220930_0000_0005
MAINTENANCE_FORCE_FLAT,1664495700000,1664496300000,DAILY_SERVER_CLOSE_20220930_0000_0005
MAINTENANCE_RECOVERY,1664496300000,1664497200000,DAILY_SERVER_CLOSE_20220930_0000_0005
KINGEA_ENTRY_BLACKOUT,1664550000000,1664552700000,840010001:163344
KINGEA_ENTRY_BLACKOUT,1664550000000,1664552700000,840010002:163356
BROKER_HMR_SCHEDULED,1664550900000,1664552100000,840010001:163344
BROKER_HMR_SCHEDULED,1664550900000,1664552100000,840010002:163356
KINGEA_ENTRY_BLACKOUT,1664554500000,1664557200000,840510001:168908
BROKER_HMR_SCHEDULED,1664555400000,1664556600000,840510001:168908
MAINTENANCE_ENTRY_BLOCK,1664580600000,1664582100000,DAILY_SERVER_CLOSE_20221001_0000_0005
MAINTENANCE_FORCE_FLAT,1664582100000,1664582700000,DAILY_SERVER_CLOSE_20221001_0000_0005
MAINTENANCE_RECOVERY,1664582700000,1664583600000,DAILY_SERVER_CLOSE_20221001_0000_0005
MAINTENANCE_ENTRY_BLOCK,1664667000000,1664668500000,DAILY_SERVER_CLOSE_20221002_0000_0005
MAINTENANCE_ENTRY_BLOCK,1664667540000,1664669040000,SUNDAY_SERVER_CLOSE_20221002_0009_0019
MAINTENANCE_FORCE_FLAT,1664668500000,1664669100000,DAILY_SERVER_CLOSE_20221002_0000_0005
MAINTENANCE_FORCE_FLAT,1664669040000,1664669940000,SUNDAY_SERVER_CLOSE_20221002_0009_0019
MAINTENANCE_RECOVERY,1664669100000,1664670000000,DAILY_SERVER_CLOSE_20221002_0000_0005
MAINTENANCE_RECOVERY,1664669940000,1664670840000,SUNDAY_SERVER_CLOSE_20221002_0009_0019
MAINTENANCE_ENTRY_BLOCK,1664753400000,1664754900000,DAILY_SERVER_CLOSE_20221003_0000_0005
MAINTENANCE_FORCE_FLAT,1664754900000,1664755500000,DAILY_SERVER_CLOSE_20221003_0000_0005
MAINTENANCE_RECOVERY,1664755500000,1664756400000,DAILY_SERVER_CLOSE_20221003_0000_0005
KINGEA_ENTRY_BLACKOUT,1664813700000,1664816400000,840500001:170675
BROKER_HMR_SCHEDULED,1664814600000,1664815800000,840500001:170675
KINGEA_ENTRY_BLACKOUT,1664814600000,1664817300000,840040001:157377
KINGEA_ENTRY_BLACKOUT,1664814600000,1664817300000,840040002:157381
BROKER_HMR_SCHEDULED,1664815500000,1664816700000,840040001:157377
BROKER_HMR_SCHEDULED,1664815500000,1664816700000,840040002:157381
MAINTENANCE_ENTRY_BLOCK,1664839800000,1664841300000,DAILY_SERVER_CLOSE_20221004_0000_0005
MAINTENANCE_FORCE_FLAT,1664841300000,1664841900000,DAILY_SERVER_CLOSE_20221004_0000_0005
MAINTENANCE_RECOVERY,1664841900000,1664842800000,DAILY_SERVER_CLOSE_20221004_0000_0005
KINGEA_ENTRY_BLACKOUT,1664901000000,1664903700000,840030021:158445
BROKER_HMR_SCHEDULED,1664901900000,1664903100000,840030021:158445
MAINTENANCE_ENTRY_BLOCK,1664926200000,1664927700000,DAILY_SERVER_CLOSE_20221005_0000_0005
MAINTENANCE_FORCE_FLAT,1664927700000,1664928300000,DAILY_SERVER_CLOSE_20221005_0000_0005
MAINTENANCE_RECOVERY,1664928300000,1664929200000,DAILY_SERVER_CLOSE_20221005_0000_0005
KINGEA_ENTRY_BLACKOUT,1664981100000,1664983800000,840190001:159494
BROKER_HMR_SCHEDULED,1664982000000,1664983200000,840190001:159494
KINGEA_ENTRY_BLACKOUT,1664986500000,1664989200000,840500002:170677
BROKER_HMR_SCHEDULED,1664987400000,1664988600000,840500002:170677
KINGEA_ENTRY_BLACKOUT,1664987400000,1664990100000,840040003:147293
KINGEA_ENTRY_BLACKOUT,1664987400000,1664990100000,840040008:147367
BROKER_HMR_SCHEDULED,1664988300000,1664989500000,840040003:147293
BROKER_HMR_SCHEDULED,1664988300000,1664989500000,840040008:147367
KINGEA_ENTRY_BLACKOUT,1664989200000,1664991900000,840200001:169850
BROKER_HMR_SCHEDULED,1664990100000,1664991300000,840200001:169850
MAINTENANCE_ENTRY_BLOCK,1665012600000,1665014100000,DAILY_SERVER_CLOSE_20221006_0000_0005
MAINTENANCE_FORCE_FLAT,1665014100000,1665014700000,DAILY_SERVER_CLOSE_20221006_0000_0005
MAINTENANCE_RECOVERY,1665014700000,1665015600000,DAILY_SERVER_CLOSE_20221006_0000_0005
KINGEA_ENTRY_BLACKOUT,1665068400000,1665071100000,840140001:170424
BROKER_HMR_SCHEDULED,1665069300000,1665070500000,840140001:170424
MAINTENANCE_ENTRY_BLOCK,1665099000000,1665100500000,DAILY_SERVER_CLOSE_20221007_0000_0005
MAINTENANCE_FORCE_FLAT,1665100500000,1665101100000,DAILY_SERVER_CLOSE_20221007_0000_0005
MAINTENANCE_RECOVERY,1665101100000,1665102000000,DAILY_SERVER_CLOSE_20221007_0000_0005
KINGEA_ENTRY_BLACKOUT,1665154800000,1665157500000,840030015:156568
KINGEA_ENTRY_BLACKOUT,1665154800000,1665157500000,840030016:156580
KINGEA_ENTRY_BLACKOUT,1665154800000,1665157500000,840030018:156604
BROKER_HMR_SCHEDULED,1665155700000,1665156900000,840030015:156568
BROKER_HMR_SCHEDULED,1665155700000,1665156900000,840030016:156580
BROKER_HMR_SCHEDULED,1665155700000,1665156900000,840030018:156604
MAINTENANCE_ENTRY_BLOCK,1665185400000,1665186900000,DAILY_SERVER_CLOSE_20221008_0000_0005
MAINTENANCE_FORCE_FLAT,1665186900000,1665187500000,DAILY_SERVER_CLOSE_20221008_0000_0005
MAINTENANCE_RECOVERY,1665187500000,1665188400000,DAILY_SERVER_CLOSE_20221008_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665271800000,1665273300000,DAILY_SERVER_CLOSE_20221009_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665272340000,1665273840000,SUNDAY_SERVER_CLOSE_20221009_0009_0019
MAINTENANCE_FORCE_FLAT,1665273300000,1665273900000,DAILY_SERVER_CLOSE_20221009_0000_0005
MAINTENANCE_FORCE_FLAT,1665273840000,1665274740000,SUNDAY_SERVER_CLOSE_20221009_0009_0019
MAINTENANCE_RECOVERY,1665273900000,1665274800000,DAILY_SERVER_CLOSE_20221009_0000_0005
MAINTENANCE_RECOVERY,1665274740000,1665275640000,SUNDAY_SERVER_CLOSE_20221009_0009_0019
MAINTENANCE_ENTRY_BLOCK,1665358200000,1665359700000,DAILY_SERVER_CLOSE_20221010_0000_0005
MAINTENANCE_FORCE_FLAT,1665359700000,1665360300000,DAILY_SERVER_CLOSE_20221010_0000_0005
MAINTENANCE_RECOVERY,1665360300000,1665361200000,DAILY_SERVER_CLOSE_20221010_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665444600000,1665446100000,DAILY_SERVER_CLOSE_20221011_0000_0005
MAINTENANCE_FORCE_FLAT,1665446100000,1665446700000,DAILY_SERVER_CLOSE_20221011_0000_0005
MAINTENANCE_RECOVERY,1665446700000,1665447600000,DAILY_SERVER_CLOSE_20221011_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665531000000,1665532500000,DAILY_SERVER_CLOSE_20221012_0000_0005
MAINTENANCE_FORCE_FLAT,1665532500000,1665533100000,DAILY_SERVER_CLOSE_20221012_0000_0005
MAINTENANCE_RECOVERY,1665533100000,1665534000000,DAILY_SERVER_CLOSE_20221012_0000_0005
KINGEA_ENTRY_BLACKOUT,1665586800000,1665589500000,840030001:156400
BROKER_HMR_SCHEDULED,1665587700000,1665588900000,840030001:156400
KINGEA_ENTRY_BLACKOUT,1665603000000,1665605700000,840220014:167663
BROKER_HMR_SCHEDULED,1665603900000,1665605100000,840220014:167663
MAINTENANCE_ENTRY_BLOCK,1665617400000,1665618900000,DAILY_SERVER_CLOSE_20221013_0000_0005
MAINTENANCE_FORCE_FLAT,1665618900000,1665619500000,DAILY_SERVER_CLOSE_20221013_0000_0005
MAINTENANCE_RECOVERY,1665619500000,1665620400000,DAILY_SERVER_CLOSE_20221013_0000_0005
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840030005:156448
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840030006:156460
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840030007:156472
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840030034:156752
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840030035:156764
KINGEA_ENTRY_BLACKOUT,1665673200000,1665675900000,840140001:170425
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840030005:156448
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840030006:156460
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840030007:156472
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840030034:156752
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840030035:156764
BROKER_HMR_SCHEDULED,1665674100000,1665675300000,840140001:170425
KINGEA_ENTRY_BLACKOUT,1665682200000,1665684900000,840200001:170069
BROKER_HMR_SCHEDULED,1665683100000,1665684300000,840200001:170069
KINGEA_ENTRY_BLACKOUT,1665689400000,1665692100000,840220015:167666
BROKER_HMR_SCHEDULED,1665690300000,1665691500000,840220015:167666
MAINTENANCE_ENTRY_BLOCK,1665703800000,1665705300000,DAILY_SERVER_CLOSE_20221014_0000_0005
MAINTENANCE_FORCE_FLAT,1665705300000,1665705900000,DAILY_SERVER_CLOSE_20221014_0000_0005
MAINTENANCE_RECOVERY,1665705900000,1665706800000,DAILY_SERVER_CLOSE_20221014_0000_0005
KINGEA_ENTRY_BLACKOUT,1665759600000,1665762300000,840020010:156013
KINGEA_ENTRY_BLACKOUT,1665759600000,1665762300000,840020011:156025
BROKER_HMR_SCHEDULED,1665760500000,1665761700000,840020010:156013
BROKER_HMR_SCHEDULED,1665760500000,1665761700000,840020011:156025
MAINTENANCE_ENTRY_BLOCK,1665790200000,1665791700000,DAILY_SERVER_CLOSE_20221015_0000_0005
MAINTENANCE_FORCE_FLAT,1665791700000,1665792300000,DAILY_SERVER_CLOSE_20221015_0000_0005
MAINTENANCE_RECOVERY,1665792300000,1665793200000,DAILY_SERVER_CLOSE_20221015_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665876600000,1665878100000,DAILY_SERVER_CLOSE_20221016_0000_0005
MAINTENANCE_ENTRY_BLOCK,1665877140000,1665878640000,SUNDAY_SERVER_CLOSE_20221016_0009_0019
MAINTENANCE_FORCE_FLAT,1665878100000,1665878700000,DAILY_SERVER_CLOSE_20221016_0000_0005
MAINTENANCE_FORCE_FLAT,1665878640000,1665879540000,SUNDAY_SERVER_CLOSE_20221016_0009_0019
MAINTENANCE_RECOVERY,1665878700000,1665879600000,DAILY_SERVER_CLOSE_20221016_0000_0005
MAINTENANCE_RECOVERY,1665879540000,1665880440000,SUNDAY_SERVER_CLOSE_20221016_0009_0019
MAINTENANCE_ENTRY_BLOCK,1665963000000,1665964500000,DAILY_SERVER_CLOSE_20221017_0000_0005
MAINTENANCE_FORCE_FLAT,1665964500000,1665965100000,DAILY_SERVER_CLOSE_20221017_0000_0005
MAINTENANCE_RECOVERY,1665965100000,1665966000000,DAILY_SERVER_CLOSE_20221017_0000_0005
MAINTENANCE_ENTRY_BLOCK,1666049400000,1666050900000,DAILY_SERVER_CLOSE_20221018_0000_0005
MAINTENANCE_FORCE_FLAT,1666050900000,1666051500000,DAILY_SERVER_CLOSE_20221018_0000_0005
MAINTENANCE_RECOVERY,1666051500000,1666052400000,DAILY_SERVER_CLOSE_20221018_0000_0005
MAINTENANCE_ENTRY_BLOCK,1666135800000,1666137300000,DAILY_SERVER_CLOSE_20221019_0000_0005
MAINTENANCE_FORCE_FLAT,1666137300000,1666137900000,DAILY_SERVER_CLOSE_20221019_0000_0005
MAINTENANCE_RECOVERY,1666137900000,1666138800000,DAILY_SERVER_CLOSE_20221019_0000_0005
KINGEA_ENTRY_BLACKOUT,1666198800000,1666201500000,840200001:170130
BROKER_HMR_SCHEDULED,1666199700000,1666200900000,840200001:170130
MAINTENANCE_ENTRY_BLOCK,1666222200000,1666223700000,DAILY_SERVER_CLOSE_20221020_0000_0005
MAINTENANCE_FORCE_FLAT,1666223700000,1666224300000,DAILY_SERVER_CLOSE_20221020_0000_0005
MAINTENANCE_RECOVERY,1666224300000,1666225200000,DAILY_SERVER_CLOSE_20221020_0000_0005
KINGEA_ENTRY_BLACKOUT,1666278000000,1666280700000,840070001:158359
KINGEA_ENTRY_BLACKOUT,1666278000000,1666280700000,840140001:170426
BROKER_HMR_SCHEDULED,1666278900000,1666280100000,840070001:158359
BROKER_HMR_SCHEDULED,1666278900000,1666280100000,840140001:170426
KINGEA_ENTRY_BLACKOUT,1666283400000,1666286100000,840120001:156941
BROKER_HMR_SCHEDULED,1666284300000,1666285500000,840120001:156941
MAINTENANCE_ENTRY_BLOCK,1666308600000,1666310100000,DAILY_SERVER_CLOSE_20221021_0000_0005
MAINTENANCE_FORCE_FLAT,1666310100000,1666310700000,DAILY_SERVER_CLOSE_20221021_0000_0005
MAINTENANCE_RECOVERY,1666310700000,1666311600000,DAILY_SERVER_CLOSE_20221021_0000_0005
MAINTENANCE_ENTRY_BLOCK,1666395000000,1666396500000,DAILY_SERVER_CLOSE_20221022_0000_0005
MAINTENANCE_FORCE_FLAT,1666396500000,1666397100000,DAILY_SERVER_CLOSE_20221022_0000_0005
MAINTENANCE_RECOVERY,1666397100000,1666398000000,DAILY_SERVER_CLOSE_20221022_0000_0005
MAINTENANCE_ENTRY_BLOCK,1666481400000,1666482900000,DAILY_SERVER_CLOSE_20221023_0000_0005
MAINTENANCE_ENTRY_BLOCK,1666481940000,1666483440000,SUNDAY_SERVER_CLOSE_20221023_0009_0019
MAINTENANCE_FORCE_FLAT,1666482900000,1666483500000,DAILY_SERVER_CLOSE_20221023_0000_0005
MAINTENANCE_FORCE_FLAT,1666483440000,1666484340000,SUNDAY_SERVER_CLOSE_20221023_0009_0019
MAINTENANCE_RECOVERY,1666483500000,1666484400000,DAILY_SERVER_CLOSE_20221023_0000_0005
MAINTENANCE_RECOVERY,1666484340000,1666485240000,SUNDAY_SERVER_CLOSE_20221023_0009_0019
MAINTENANCE_ENTRY_BLOCK,1666567800000,1666569300000,DAILY_SERVER_CLOSE_20221024_0000_0005
MAINTENANCE_FORCE_FLAT,1666569300000,1666569900000,DAILY_SERVER_CLOSE_20221024_0000_0005
MAINTENANCE_RECOVERY,1666569900000,1666570800000,DAILY_SERVER_CLOSE_20221024_0000_0005
KINGEA_ENTRY_BLACKOUT,1666628100000,1666630800000,840500001:171122
KINGEA_ENTRY_BLACKOUT,1666628100000,1666630800000,840500002:171123
BROKER_HMR_SCHEDULED,1666629000000,1666630200000,840500001:171122
BROKER_HMR_SCHEDULED,1666629000000,1666630200000,840500002:171123
MAINTENANCE_ENTRY_BLOCK,1666654200000,1666655700000,DAILY_SERVER_CLOSE_20221025_0000_0005
MAINTENANCE_FORCE_FLAT,1666655700000,1666656300000,DAILY_SERVER_CLOSE_20221025_0000_0005
MAINTENANCE_RECOVERY,1666656300000,1666657200000,DAILY_SERVER_CLOSE_20221025_0000_0005
KINGEA_ENTRY_BLACKOUT,1666715400000,1666718100000,840180002:160350
BROKER_HMR_SCHEDULED,1666716300000,1666717500000,840180002:160350
MAINTENANCE_ENTRY_BLOCK,1666740600000,1666742100000,DAILY_SERVER_CLOSE_20221026_0000_0005
MAINTENANCE_FORCE_FLAT,1666742100000,1666742700000,DAILY_SERVER_CLOSE_20221026_0000_0005
MAINTENANCE_RECOVERY,1666742700000,1666743600000,DAILY_SERVER_CLOSE_20221026_0000_0005
KINGEA_ENTRY_BLACKOUT,1666801800000,1666804500000,840020008:155989
BROKER_HMR_SCHEDULED,1666802700000,1666803900000,840020008:155989
KINGEA_ENTRY_BLACKOUT,1666803600000,1666806300000,840200001:170207
BROKER_HMR_SCHEDULED,1666804500000,1666805700000,840200001:170207
MAINTENANCE_ENTRY_BLOCK,1666827000000,1666828500000,DAILY_SERVER_CLOSE_20221027_0000_0005
MAINTENANCE_FORCE_FLAT,1666828500000,1666829100000,DAILY_SERVER_CLOSE_20221027_0000_0005
MAINTENANCE_RECOVERY,1666829100000,1666830000000,DAILY_SERVER_CLOSE_20221027_0000_0005
KINGEA_ENTRY_BLACKOUT,1666882800000,1666885500000,840010007:163417
KINGEA_ENTRY_BLACKOUT,1666882800000,1666885500000,840010018:163500
KINGEA_ENTRY_BLACKOUT,1666882800000,1666885500000,840020013:156049
KINGEA_ENTRY_BLACKOUT,1666882800000,1666885500000,840140001:170427
BROKER_HMR_SCHEDULED,1666883700000,1666884900000,840010007:163417
BROKER_HMR_SCHEDULED,1666883700000,1666884900000,840010018:163500
BROKER_HMR_SCHEDULED,1666883700000,1666884900000,840020013:156049
BROKER_HMR_SCHEDULED,1666883700000,1666884900000,840140001:170427
MAINTENANCE_ENTRY_BLOCK,1666913400000,1666914900000,DAILY_SERVER_CLOSE_20221028_0000_0005
MAINTENANCE_FORCE_FLAT,1666914900000,1666915500000,DAILY_SERVER_CLOSE_20221028_0000_0005
MAINTENANCE_RECOVERY,1666915500000,1666916400000,DAILY_SERVER_CLOSE_20221028_0000_0005
KINGEA_ENTRY_BLACKOUT,1666969200000,1666971900000,840010001:163345
KINGEA_ENTRY_BLACKOUT,1666969200000,1666971900000,840010002:163357
BROKER_HMR_SCHEDULED,1666970100000,1666971300000,840010001:163345
BROKER_HMR_SCHEDULED,1666970100000,1666971300000,840010002:163357
MAINTENANCE_ENTRY_BLOCK,1666999800000,1667001300000,DAILY_SERVER_CLOSE_20221029_0000_0005
MAINTENANCE_FORCE_FLAT,1667001300000,1667001900000,DAILY_SERVER_CLOSE_20221029_0000_0005
MAINTENANCE_RECOVERY,1667001900000,1667002800000,DAILY_SERVER_CLOSE_20221029_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667086200000,1667087700000,DAILY_SERVER_CLOSE_20221030_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667086740000,1667088240000,SUNDAY_SERVER_CLOSE_20221030_0009_0019
MAINTENANCE_FORCE_FLAT,1667087700000,1667088300000,DAILY_SERVER_CLOSE_20221030_0000_0005
MAINTENANCE_FORCE_FLAT,1667088240000,1667089140000,SUNDAY_SERVER_CLOSE_20221030_0009_0019
MAINTENANCE_RECOVERY,1667088300000,1667089200000,DAILY_SERVER_CLOSE_20221030_0000_0005
MAINTENANCE_RECOVERY,1667089140000,1667090040000,SUNDAY_SERVER_CLOSE_20221030_0009_0019
MAINTENANCE_ENTRY_BLOCK,1667172600000,1667174100000,DAILY_SERVER_CLOSE_20221031_0000_0005
MAINTENANCE_FORCE_FLAT,1667174100000,1667174700000,DAILY_SERVER_CLOSE_20221031_0000_0005
MAINTENANCE_RECOVERY,1667174700000,1667175600000,DAILY_SERVER_CLOSE_20221031_0000_0005
KINGEA_ENTRY_BLACKOUT,1667232900000,1667235600000,840510001:169551
BROKER_HMR_SCHEDULED,1667233800000,1667235000000,840510001:169551
MAINTENANCE_ENTRY_BLOCK,1667259000000,1667260500000,DAILY_SERVER_CLOSE_20221101_0000_0005
MAINTENANCE_FORCE_FLAT,1667260500000,1667261100000,DAILY_SERVER_CLOSE_20221101_0000_0005
MAINTENANCE_RECOVERY,1667261100000,1667262000000,DAILY_SERVER_CLOSE_20221101_0000_0005
KINGEA_ENTRY_BLACKOUT,1667319300000,1667322000000,840500001:171446
BROKER_HMR_SCHEDULED,1667320200000,1667321400000,840500001:171446
KINGEA_ENTRY_BLACKOUT,1667320200000,1667322900000,840030021:158446
KINGEA_ENTRY_BLACKOUT,1667320200000,1667322900000,840040001:147270
KINGEA_ENTRY_BLACKOUT,1667320200000,1667322900000,840040002:147282
BROKER_HMR_SCHEDULED,1667321100000,1667322300000,840030021:158446
BROKER_HMR_SCHEDULED,1667321100000,1667322300000,840040001:147270
BROKER_HMR_SCHEDULED,1667321100000,1667322300000,840040002:147282
MAINTENANCE_ENTRY_BLOCK,1667345400000,1667346900000,DAILY_SERVER_CLOSE_20221102_0000_0005
MAINTENANCE_FORCE_FLAT,1667346900000,1667347500000,DAILY_SERVER_CLOSE_20221102_0000_0005
MAINTENANCE_RECOVERY,1667347500000,1667348400000,DAILY_SERVER_CLOSE_20221102_0000_0005
KINGEA_ENTRY_BLACKOUT,1667400300000,1667403000000,840190001:159495
BROKER_HMR_SCHEDULED,1667401200000,1667402400000,840190001:159495
KINGEA_ENTRY_BLACKOUT,1667408400000,1667411100000,840200001:170268
BROKER_HMR_SCHEDULED,1667409300000,1667410500000,840200001:170268
KINGEA_ENTRY_BLACKOUT,1667421000000,1667423700000,840050014:152427
BROKER_HMR_SCHEDULED,1667421900000,1667423100000,840050014:152427
KINGEA_ENTRY_BLACKOUT,1667422800000,1667425500000,840050018:152435
BROKER_HMR_SCHEDULED,1667423700000,1667424900000,840050018:152435
MAINTENANCE_ENTRY_BLOCK,1667431800000,1667433300000,DAILY_SERVER_CLOSE_20221103_0000_0005
MAINTENANCE_FORCE_FLAT,1667433300000,1667433900000,DAILY_SERVER_CLOSE_20221103_0000_0005
MAINTENANCE_RECOVERY,1667433900000,1667434800000,DAILY_SERVER_CLOSE_20221103_0000_0005
KINGEA_ENTRY_BLACKOUT,1667487600000,1667490300000,840140001:171422
BROKER_HMR_SCHEDULED,1667488500000,1667489700000,840140001:171422
KINGEA_ENTRY_BLACKOUT,1667492100000,1667494800000,840500002:171499
BROKER_HMR_SCHEDULED,1667493000000,1667494200000,840500002:171499
KINGEA_ENTRY_BLACKOUT,1667493000000,1667495700000,840040003:147294
KINGEA_ENTRY_BLACKOUT,1667493000000,1667495700000,840040008:147368
BROKER_HMR_SCHEDULED,1667493900000,1667495100000,840040003:147294
BROKER_HMR_SCHEDULED,1667493900000,1667495100000,840040008:147368
MAINTENANCE_ENTRY_BLOCK,1667518200000,1667519700000,DAILY_SERVER_CLOSE_20221104_0000_0005
MAINTENANCE_FORCE_FLAT,1667519700000,1667520300000,DAILY_SERVER_CLOSE_20221104_0000_0005
MAINTENANCE_RECOVERY,1667520300000,1667521200000,DAILY_SERVER_CLOSE_20221104_0000_0005
KINGEA_ENTRY_BLACKOUT,1667574000000,1667576700000,840030015:156569
KINGEA_ENTRY_BLACKOUT,1667574000000,1667576700000,840030016:156581
KINGEA_ENTRY_BLACKOUT,1667574000000,1667576700000,840030018:156605
BROKER_HMR_SCHEDULED,1667574900000,1667576100000,840030015:156569
BROKER_HMR_SCHEDULED,1667574900000,1667576100000,840030016:156581
BROKER_HMR_SCHEDULED,1667574900000,1667576100000,840030018:156605
MAINTENANCE_ENTRY_BLOCK,1667604600000,1667606100000,DAILY_SERVER_CLOSE_20221105_0000_0005
MAINTENANCE_FORCE_FLAT,1667606100000,1667606700000,DAILY_SERVER_CLOSE_20221105_0000_0005
MAINTENANCE_RECOVERY,1667606700000,1667607600000,DAILY_SERVER_CLOSE_20221105_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667691000000,1667692500000,DAILY_SERVER_CLOSE_20221106_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667691540000,1667693040000,SUNDAY_SERVER_CLOSE_20221106_0009_0019
MAINTENANCE_FORCE_FLAT,1667692500000,1667693100000,DAILY_SERVER_CLOSE_20221106_0000_0005
MAINTENANCE_FORCE_FLAT,1667693040000,1667693940000,SUNDAY_SERVER_CLOSE_20221106_0009_0019
MAINTENANCE_RECOVERY,1667693100000,1667694000000,DAILY_SERVER_CLOSE_20221106_0000_0005
MAINTENANCE_RECOVERY,1667693940000,1667694840000,SUNDAY_SERVER_CLOSE_20221106_0009_0019
MAINTENANCE_ENTRY_BLOCK,1667777400000,1667778900000,DAILY_SERVER_CLOSE_20221107_0000_0005
MAINTENANCE_FORCE_FLAT,1667778900000,1667779500000,DAILY_SERVER_CLOSE_20221107_0000_0005
MAINTENANCE_RECOVERY,1667779500000,1667780400000,DAILY_SERVER_CLOSE_20221107_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667863800000,1667865300000,DAILY_SERVER_CLOSE_20221108_0000_0005
MAINTENANCE_FORCE_FLAT,1667865300000,1667865900000,DAILY_SERVER_CLOSE_20221108_0000_0005
MAINTENANCE_RECOVERY,1667865900000,1667866800000,DAILY_SERVER_CLOSE_20221108_0000_0005
MAINTENANCE_ENTRY_BLOCK,1667950200000,1667951700000,DAILY_SERVER_CLOSE_20221109_0000_0005
MAINTENANCE_FORCE_FLAT,1667951700000,1667952300000,DAILY_SERVER_CLOSE_20221109_0000_0005
MAINTENANCE_RECOVERY,1667952300000,1667953200000,DAILY_SERVER_CLOSE_20221109_0000_0005
KINGEA_ENTRY_BLACKOUT,1668016800000,1668019500000,840200001:170518
BROKER_HMR_SCHEDULED,1668017700000,1668018900000,840200001:170518
KINGEA_ENTRY_BLACKOUT,1668025800000,1668028500000,840220014:169838
BROKER_HMR_SCHEDULED,1668026700000,1668027900000,840220014:169838
MAINTENANCE_ENTRY_BLOCK,1668036600000,1668038100000,DAILY_SERVER_CLOSE_20221110_0000_0005
MAINTENANCE_FORCE_FLAT,1668038100000,1668038700000,DAILY_SERVER_CLOSE_20221110_0000_0005
MAINTENANCE_RECOVERY,1668038700000,1668039600000,DAILY_SERVER_CLOSE_20221110_0000_0005
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840030005:156449
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840030006:156461
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840030007:156473
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840030034:156753
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840030035:156765
KINGEA_ENTRY_BLACKOUT,1668096000000,1668098700000,840140001:171423
BROKER_HMR_SCHEDULED,1668096900000,1668098100000,840030005:156449
BROKER_HMR_SCHEDULED,1668096900000,1668098100000,840030006:156461
